DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset
23,41,50,30.1,27.13,34,15.9,0,-15.1,24,49,33,300,38,0,0,0,310,26,652,1812
18,36,51,30.43,27.38,29,4.3,0,-19.7,29,48,23,310,21,0,0,0,300,15,653,1810
16,45,37,30.33,27.28,33,7.7,0,-10.3,20,59,31,140,17,0,0,0,150,13,654,1809
17,47,33,30.08,27.07,35,5.5,0,-7.9,18,61,32,140,19,0,0,0,140,14,655,1807
20,49,36,29.92,26.94,36,4.5,0,-5.5,16,62,36,150,16,0,0,0,140,13,656,1805
26,50,42,30.02,27.05,39,5.4,0,-4.1,15,65,35,350,18,0,0,0,340,14,658,1804
26,57,34,30.1,27.12,42,5.8,0,3.3,8,74,40,140,17,0,0,0,140,12,659,1802
23,64,25,29.86,26.9,45,6.6,0,10.7,1,82,45,120,23,0,0,0,150,16,700,1800
31,54,46,29.74,26.83,44,8,0,1.1,11,67,41,300,25,T,0,0,290,17,701,1759
32,49,58,29.95,26.98,41,7.6,0,-3.5,16,60,38,290,27,0.01,0,0,330,20,703,1757
34,47,63,29.83,26.85,41,13.1,0,-5.1,18,53,40,300,38,0.22,0,T,300,29,704,1755
29,43,57,30.12,27.13,38,5.3,0,-8.7,22,50,35,310,17,0,0,0,130,13,705,1754
35,48,60,30.22,27.26,43,4.5,0,-3.3,17,56,40,290,20,0,0,0,300,15,706,1752
42,54,67,30.23,27.27,48,4.2,0,3.1,11,64,44,320,19,0.02,0,0,310,14,708,1751
32,49,50,30.3,27.33,42,12,0,-1.4,16,59,38,300,30,0,0,0,300,22,709,1749
29,46,46,30.35,27.42,41,4.2,0,-4,19,60,31,360,16,0,0,0,320,12,710,1748
27,55,39,30.2,27.18,42,6,0,5.4,10,68,41,130,22,0,0,0,130,16,711,1746
28,45,49,29.99,27.04,39,15.9,0,-4.2,20,52,37,300,39,0,0,0,300,30,713,1745
16,36,44,30.13,27.22,32,7,0,-12.8,29,48,23,310,24,0,0,0,310,18,714,1743
16,33,48,30.07,27.06,29,6.5,0,-15.4,32,42,23,330,16,0,0,0,340,13,715,1742
29,27,58,29.8,27.28,37,7.4,0,-21,38,35,18,320,32,0.01,0,0.4,310,22,717,1740
5,29,41,30.57,27.47,21,5.3,0,-18.6,36,41,16,150,16,0,0,0,140,12,718,1739
9,32,40,30.46,27.37,24,4.2,0,-15.1,33,43,21,150,15,0,0,0,130,12,719,1737
12,35,43,30.52,27.45,26,4.8,0,-11.7,30,48,21,140,16,0,0,0,140,14,720,1736
16,39,44,30.4,27.35,30,3,0,-7.3,26,52,25,130,13,0,0,0,120,10,722,1735
18,41,45,30.2,27.17,31,2.9,0,-4.9,24,53,28,300,13,0,0,0,300,9,723,1733
24,45,49,30.2,27.19,36,3.6,0,-0.4,20,59,30,140,13,0,0,0,140,10,724,1732
29,48,54,30.19,27.18,38,4,0,3,17,62,33,140,15,0,0,0,130,12,726,1731
28,45,56,30.18,27.18,37,3.5,0,0.4,20,58,31,300,16,0,0,0,300,14,727,1730
25,45,50,30.34,27.31,36,5.2,0,0.9,20,57,32,140,17,0,0,0,140,14,728,1728
24,46,49,30.36,27.33,35,3.9,0,2.3,19,60,31,150,12,0,0,0,130,10,730,1727
25,44,52,30.25,27.23,35,2.9,0,0.7,21,57,30,130,14,0,0,0,140,10,731,1726
31,49,54,30.19,27.19,40,5.3,0,6.2,16,61,36,290,21,0,0,0,300,16,732,1725
24,43,53,30.38,27.35,35,9.2,0,0.6,22,55,30,170,30,0,0,0,140,23,733,1724
22,40,49,30.21,27.19,34,4.6,0,-2,25,50,29,140,22,0,0,0,140,16,735,1723
31,45,62,30.14,27.14,38,4.3,0,3.9,20,56,34,250,24,0,0,0,140,13,737,1721
31,47,57,30.14,27.14,40,2.8,0,6.4,18,60,34,120,9,T,0,0,270,8,739,1720
32,45,62,30.31,27.3,39,5.3,0,4.8,20,54,36,320,16,0,0,0,310,13,740,1719
29,47,53,30.29,27.27,38,3.8,0,7.2,18,60,34,130,12,0,0,0,120,9,741,1718
31,48,56,30.02,27.03,40,3.6,0,8.7,17,59,36,170,15,0,0,0,140,12,743,1717
33,45,64,29.72,26.76,39,5.8,0,6.1,20,54,35,310,31,0.01,0,0,300,24,744,1716
29,43,67,29.82,26.83,35,3.7,0,4.5,22,55,30,190,18,0,0,0,190,15,745,1716
24,37,62,30.02,27.01,31,3,0,-1,28,48,25,320,12,0,0,0,120,9,746,1715
22,39,59,30.27,27.24,31,4.2,0,1.4,26,49,28,140,12,0,0,0,120,9,748,1714
23,38,58,30.37,27.32,32,4.7,0,0.8,27,51,25,120,17,0,0,0,130,13,749,1714
25,38,64,30.17,27.11,31,3.3,0,1.2,27,47,29,320,12,0,0,0,330,9,750,1713
25,35,70,29.96,26.95,31,9.9,0,-1.4,30,44,26,310,31,T,0,T,300,24,751,1712
19,30,60,29.83,26.78,27,10.2,0,-6,35,37,22,120,47,0,T,0,120,36,752,1712
25,38,59,29.43,26.47,33,17.3,0,2.4,27,45,31,120,46,0.04,T,0.4,120,33,754,1711
26,34,78,29.69,26.7,30,1.4,0,-1.2,31,40,27,260,9,T,0,T,260,8,755,1711
23,30,78,29.67,26.69,27,5.8,0,-4.8,35,34,26,320,21,0.06,0,0.4,300,16,756,1710
18,27,70,30.18,27.08,24,5.5,0,-7.5,38,36,17,160,22,0.01,T,0.1,160,16,757,1710
24,29,77,30.2,27.14,28,11,0,-5.1,36,37,20,170,28,0.13,0,1.3,170,21,758,1710
32,34,93,30.29,27.25,33,2.1,0,0.2,31,36,32,160,13,0.03,1,0.2,170,9,759,1709
34,36,93,30.32,27.28,35,2.3,0,2.6,29,39,33,150,10,0.01,T,0,150,8,800,1709
32,37,83,30.06,27.06,35,4.2,0,3.9,28,45,29,150,20,0,0,0,150,16,801,1709
32,35,88,30.2,27.15,34,2.8,0,2.2,30,40,29,140,18,0,0,0,140,14,802,1709
32,44,70,30.17,27.16,37,10.8,0,11.5,21,51,36,140,29,0,0,0,140,22,803,1708
36,44,68,29.91,26.93,41,13.7,0,11.8,21,51,37,120,29,0.03,0,0,110,23,804,1708
39,43,85,29.95,26.97,41,7.3,0,11,22,47,38,310,17,0.16,0,0,300,15,805,1708
30,37,79,30.23,27.19,34,3.8,0,5.3,28,45,29,290,17,0,0,0,300,13,806,1708
27,37,72,30.28,27.23,32,6.8,0,5.5,28,45,28,120,18,0,0,0,140,13,807,1708
33,38,80,30.15,27.13,36,7,0,6.8,27,43,32,120,26,0.05,0,T,110,18,808,1708
39,44,86,30.09,27.08,41,6.5,0,13,21,48,39,210,30,0.28,0,0,300,17,809,1708
33,38,82,30.12,27.07,36,3.5,0,7.2,27,41,34,180,13,0.07,0,0,140,12,810,1709
31,36,78,30.01,26.95,35,7.1,0,5.4,29,42,29,300,21,0.07,0,T,320,16,810,1709
25,32,72,30.14,27.09,30,3.7,0,1.5,33,37,27,320,14,0,0,T,310,12,811,1709
22,29,71,30.5,27.45,27,3.1,0,-1.3,36,36,21,280,16,0,0,0,280,12,812,1709
16,28,64,30.53,27.42,23,10.1,0,-2.2,37,36,19,160,27,0,0,0,160,21,813,1710
18,29,65,30.18,27.11,24,3.6,0,-1.1,36,35,22,140,17,0,0,0,110,13,813,1710
28,38,70,30.14,27.11,33,10,0,8,27,45,30,120,30,0.01,0,0.2,120,23,814,1710
31,45,56,30.19,27.18,39,14,0,15.1,20,50,40,120,33,0,0,0,120,24,814,1711
26,45,49,30.02,27.01,37,13.5,0,15.2,20,50,40,160,27,0,0,0,150,21,815,1711
21,49,38,29.78,26.81,37,11.9,0,19.3,16,61,36,140,36,0,0,0,130,26,815,1712
29,43,61,29.86,26.9,37,4.9,0,13.3,22,48,37,140,19,T,0,0,140,14,816,1712
30,35,86,29.81,26.82,32,4.3,0,5.4,30,40,29,360,13,0.16,T,0.6,10,9,816,1713
27,32,86,29.94,26.93,30,2.9,0,2.4,33,35,28,140,10,0.01,0,0.1,130,8,817,1714
27,32,82,30.17,27.14,30,4,0,2.4,33,33,31,150,13,T,0,T,150,10,817,1714
23,31,73,30.17,27.13,28,5.7,0,1.4,34,35,26,320,13,T,0,T,320,12,817,1715
24,32,77,30.24,27.19,28,2.2,0,2.4,33,39,24,300,16,0,0,0,300,13,818,1716
26,30,83,30.19,27.14,28,6.2,0,0.4,35,32,28,140,17,0.04,0,0.1,150,12,818,1716
24,32,73,30.37,27.32,29,2.4,0,2.4,33,34,29,130,13,0,T,T,140,10,818,1717
28,36,70,30.24,27.18,33,10.2,0,6.4,29,40,32,120,26,0.01,0,0,120,20,818,1718
35,42,79,29.87,26.88,38,9.3,0,12.3,23,47,37,300,31,0.2,0,0,320,22,818,1719
29,38,69,30.09,27.08,35,4.8,0,8.2,27,44,32,310,21,0,0,0,320,17,818,1720
29,42,63,30.23,27.21,36,6.3,0,12.1,23,50,33,130,27,0,0,0,120,21,818,1721
24,39,54,30.25,27.24,34,9.8,0,9.1,26,47,30,140,35,T,0,0,140,26,818,1722
27,34,77,30.42,27.36,31,5.9,0,4,31,39,29,130,18,0.04,0,0.7,130,14,818,1723
29,34,80,30.47,27.4,32,7.5,0,3.9,31,40,28,120,19,0.02,0,T,110,15,818,1724
31,44,65,30.11,27.06,37,11.1,0,13.8,21,53,34,130,24,0,0,0,100,18,818,1725
29,40,71,29.85,26.86,35,6.4,0,9.7,25,47,32,280,29,0.06,0,0.1,280,20,818,1726
26,34,77,30,27,30,8.1,0,3.6,31,38,29,310,33,0.13,1,1,310,24,818,1727
20,31,64,30.2,27.14,27,12.9,0,0.5,34,38,23,120,32,T,T,T,110,26,817,1728
29,36,80,29.94,26.93,33,8.3,0,5.4,29,39,32,140,25,0.15,T,0.7,130,20,817,1729
28,35,82,29.88,26.9,31,10.1,0,4.3,30,39,31,280,35,0.19,T,2.5,280,25,817,1731
23,33,68,29.88,26.87,29,10,0,2.2,32,36,30,130,29,0.1,2,1.8,130,21,816,1732
24,30,81,29.93,26.93,27,6.1,0,-0.9,35,39,20,320,30,0.06,3,2.1,320,22,816,1733
17,27,64,30.11,27.04,25,13.5,0,-4,38,37,16,130,29,0,4,0,120,22,815,1734
24,40,54,29.7,26.7,34,12.5,0,8.9,25,48,31,150,34,0,3,T,150,23,815,1735
21,36,59,30.17,27.18,29,8.9,0,4.7,29,40,31,290,30,0,1,0,300,22,814,1737
22,36,57,30.44,27.37,30,8.4,0,4.6,29,42,30,120,20,0,T,0,120,15,814,1738
23,33,69,30.51,27.42,29,7.5,0,1.5,32,41,25,160,28,0,T,0,170,18,813,1739
25,34,71,30.2,27.14,30,3.3,0,2.4,31,40,28,140,17,0,T,0,150,12,812,1740
31,41,71,29.97,26.97,36,5.8,0,9.2,24,48,33,120,23,0.02,T,0,110,18,812,1742
30,38,77,30.2,27.18,34,4.8,0,6.1,27,47,28,110,16,T,0,0,120,13,811,1743
36,46,79,30.23,27.2,39,5.2,0,14,19,53,38,120,14,T,0,0,130,12,810,1744
36,39,87,30.16,27.14,38,5.1,0,6.7,26,44,33,120,17,0.02,0,0,120,14,808,1747
38,42,89,30.06,27.06,40,6.6,0,9.6,23,46,38,290,29,0.74,0,0,300,23,808,1748
33,41,73,30.24,27.21,37,6.3,0,8.4,24,49,33,300,20,T,0,0,300,15,807,1750
35,41,81,30.14,27.13,39,8,0,8.3,24,47,35,110,23,0.19,0,0,290,17,806,1751
33,39,80,30.29,27.25,37,3.5,0,6.1,26,46,31,350,13,0.07,0,0,320,9,805,1752
33,39,88,30.38,27.34,35,6.6,0,5.9,26,44,33,130,21,0.13,0,0,140,16,804,1754
33,43,68,30.4,27.35,39,8.7,0,9.8,22,50,36,140,22,T,0,T,150,18,803,1755
33,43,66,30.21,27.18,39,9.9,0,9.6,22,52,34,120,24,0,0,0,110,20,802,1756
26,33,76,29.96,26.93,30,14.6,0,-0.6,32,39,27,310,32,0.02,0,T,320,24,801,1758
11,32,46,30.05,27.03,24,18.8,0,-1.8,33,38,25,330,38,0,0,0,310,29,759,1759
14,27,57,30.35,27.27,23,6.6,0,-6.9,38,36,17,320,24,0,0,0,310,18,758,1800
28,32,89,30.16,27.1,30,3,0,-2.1,33,35,28,340,10,0.37,T,2.6,110,8,757,1802
36,39,87,30.01,26.99,38,3.4,0,4.7,26,46,32,290,19,0.22,1,0,310,13,756,1803
37,49,65,30,27.01,43,10.6,0,14.4,16,56,42,300,28,0,0,0,300,22,755,1804
29,40,66,29.97,26.98,35,10,0,5.2,25,47,32,350,37,0.01,0,0,340,28,753,1806
24,36,64,30.28,27.24,31,7.7,0,1,29,46,26,290,25,0,0,0,300,18,752,1807
22,36,64,30.32,27.27,30,6.1,0,0.8,29,47,25,310,28,0,0,0,310,21,751,1809
21,38,56,30.24,27.18,30,4,0,2.6,27,49,26,130,14,0,0,0,130,10,749,1810
25,39,63,30.18,27.15,32,7.5,0,3.3,26,49,28,320,29,0,0,0,300,21,748,1811
23,41,52,30.05,27.02,33,9.4,0,5.1,24,53,28,160,37,0,0,0,130,24,747,1813
21,39,50,30.06,27.08,32,9.4,0,2.8,26,48,29,140,37,0,0,0,150,25,745,1814
23,38,55,30.15,27.11,33,6.3,0,1.6,27,45,30,290,16,0,0,0,70,12,744,1815
31,38,79,30.09,27.08,35,7.6,0,1.3,27,45,30,310,27,0.53,0,T,320,21,742,1817
22,33,67,30.28,27.22,28,6.3,0,-4,32,41,25,330,22,T,0,T,310,17,741,1818
16,32,58,30.35,27.28,25,6,0,-5.3,33,41,23,140,16,0,0,0,150,14,739,1819
15,31,53,30.46,27.39,25,9.6,0,-6.5,34,40,21,120,22,0,0,0,130,16,738,1821
13,33,49,30.49,27.4,25,10.6,0,-4.8,32,45,20,160,23,0,0,0,130,17,736,1822
15,34,48,30.35,27.28,27,4.5,0,-4.1,31,45,23,150,20,0,0,0,150,14,735,1823
19,38,52,30.18,27.14,30,3.9,0,-0.4,27,50,25,150,16,0,0,0,140,13,733,1825
24,44,53,30.11,27.08,34,11.5,0,5.3,21,58,29,340,48,T,0,T,330,38,732,1826
18,36,52,30.43,27.39,29,9.7,0,-3,29,44,27,280,30,0,0,0,300,22,730,1827
17,33,53,30.6,27.52,27,3.4,0,-6.3,32,45,20,140,14,0,0,0,130,10,728,1828
18,42,44,30.46,27.4,31,5.2,0,2.4,23,52,31,130,18,0,0,0,130,14,727,1830
24,42,54,30.44,27.39,34,4.4,0,2.1,23,56,27,140,15,0,0,0,130,12,725,1831
26,47,47,30.17,27.13,38,10.5,0,6.8,18,63,30,140,29,0,0,0,140,22,723,1832
23,43,45,29.93,26.95,35,9,0,2.6,22,49,36,300,23,0,0,0,300,17,722,1834
18,39,46,30.07,27.07,31,12.3,0,-1.5,26,51,27,300,36,0,0,0,300,26,720,1835
21,37,51,30.19,27.16,31,5.4,0,-3.8,28,49,24,300,22,0,0,0,320,16,718,1836
31,49,54,30.13,27.13,40,6.4,0,7.9,16,58,40,330,21,0,0,0,320,15,717,1837
26,47,47,30.15,27.16,38,8.4,0,5.6,18,60,34,330,24,0,0,0,340,17,715,1839
25,55,35,30.1,27.11,41,12.9,0,13.3,10,71,38,140,30,0,0,0,140,22,713,1840
28,54,36,29.86,26.9,43,12.3,0,12,11,66,42,140,27,0,0,0,130,21,712,1841
33,50,57,29.7,26.77,42,9.1,0,7.7,15,60,39,210,40,0.14,0,0,190,25,710,1843
31,42,64,29.95,26.97,38,3,0,-0.6,23,51,33,280,11,0,0,0,210,7,708,1844
33,45,67,30.12,27.12,39,4.4,0,2.1,20,52,37,340,18,0.02,0,0,300,14,706,1845
30,45,59,30.24,27.21,38,3.4,0,1.8,20,57,32,140,16,0,0,0,140,13,705,1846
27,50,45,30.02,27.03,39,9,0,6.6,15,63,36,330,25,0,0,0,330,18,703,1847
19,43,42,30.1,27.09,33,9.5,0,-0.7,22,53,32,300,24,0,0,0,300,18,701,1849
17,43,37,29.69,26.69,33,11,0,-1,22,57,28,140,32,0,0,0,140,24,659,1850
32,46,64,29.74,26.82,40,9.2,0,1.8,19,53,38,150,36,0.1,0,0,160,26,657,1851
38,45,79,29.91,26.93,41,7.6,0,0.5,20,56,34,130,25,0.58,0,T,110,18,656,1852
39,47,72,29.94,26.95,43,4.9,0,2.3,18,59,35,200,23,T,0,0,220,17,654,1854
39,51,73,29.73,26.78,44,5.7,0,6,14,60,41,150,32,0.28,0,T,150,24,652,1855
31,43,69,29.82,26.84,37,6.5,0,-2.2,22,49,36,330,23,T,0,T,330,16,650,1856
31,44,64,29.96,26.97,38,3.3,0,-1.4,21,57,30,280,14,0,0,0,310,9,649,1857
33,50,56,30.13,27.14,42,5.3,0,4.4,15,59,40,310,19,0,0,0,300,13,647,1858
28,48,50,30.09,27.09,39,6.1,0,2.1,17,59,36,340,22,0,0,0,320,16,645,1900
24,47,44,30.03,27.03,37,5.8,0,0.9,18,60,33,360,21,0,0,0,360,15,643,1901
29,50,48,29.81,26.85,41,9.5,0,3.7,15,57,43,270,38,0.05,0,0,280,29,641,1902
33,43,70,29.92,26.93,38,6.8,0,-3.5,22,49,36,300,28,0.07,0,0,290,21,640,1903
25,41,58,29.9,26.91,34,7.9,0,-5.6,24,49,32,310,29,0.01,0,T,310,21,638,1904
20,37,55,29.97,26.96,30,6.5,0,-9.8,28,49,25,330,26,0,0,0,320,18,636,1906
22,38,52,29.97,26.97,33,6.1,0,-9,27,50,26,320,28,0,0,0,320,17,634,1907
28,46,51,30.05,27.05,38,4.7,0,-1.2,19,57,35,300,18,0,0,0,330,12,632,1908
34,49,60,29.96,26.98,41,7.3,0,1.6,16,55,42,40,22,0.1,0,0,120,16,631,1909
36,49,62,29.99,27.01,43,11.3,0,1.4,16,54,43,140,29,0.03,0,0,140,21,629,1910
35,45,71,29.93,26.95,40,9.5,0,-2.7,20,53,37,310,45,0.44,0,0,300,35,627,1912
25,39,61,29.95,26.95,33,7.7,0,-8.9,26,46,31,340,34,T,0,T,340,28,625,1913
21,36,56,30.11,27.09,31,5.8,0,-12.1,29,47,25,250,22,0,0,0,260,16,623,1914
20,41,45,29.99,26.98,33,7.3,0,-7.2,24,52,29,150,20,0,0,0,210,14,622,1915
25,45,49,29.73,26.75,37,10,0,-3.4,20,60,29,250,30,0.05,0,0,260,23,620,1916
38,52,67,29.61,26.67,44,9.7,0,3.4,13,61,42,290,36,0.16,0,0,280,26,618,1917
41,51,71,29.78,26.84,46,5.5,0,2.2,14,62,40,100,22,0,0,0,110,17,616,1919
37,53,58,30.02,27.06,45,6.2,0,4.1,12,66,39,340,18,0,0,0,340,13,615,1920
33,56,46,30.08,27.11,44,5.6,0,6.9,9,71,40,280,19,0,0,0,300,14,613,1921
33,55,44,29.95,26.99,45,4.5,0,5.7,10,71,39,130,22,0,0,0,140,15,611,1922
34,59,42,29.87,26.93,47,8.4,0,9.5,6,71,46,340,24,0,0,0,330,18,609,1923
30,54,44,29.83,26.9,42,14.6,0,4.3,11,65,42,340,45,0,0,0,330,33,608,1925
14,44,31,30.08,27.09,33,12.7,0,-5.9,21,54,33,300,36,0,0,0,300,25,606,1926
13,40,34,30.25,27.23,32,7.5,0,-10.1,25,52,28,290,32,0,0,0,310,22,604,1927
17,46,31,30.22,27.19,35,6,0,-4.3,19,61,30,340,27,0,0,0,330,20,603,1928
33,53,53,29.98,27.01,43,12.9,0,2.5,12,62,43,320,40,0.02,0,0,340,30,601,1929
25,46,52,30.15,27.15,37,6.7,0,-4.7,19,55,37,130,21,0,0,T,120,16,559,1931
22,49,37,30.05,27.04,38,9.2,0,-1.9,16,62,36,140,21,0,0,0,130,17,558,1932
24,52,34,29.83,26.88,41,5.5,0,0.8,13,69,35,270,29,0,0,0,270,20,556,1933
31,55,42,29.91,26.96,44,7.4,0,3.6,10,69,40,290,25,0,0,0,320,20,554,1934
30,57,39,29.97,27.01,44,5.9,0,5.4,8,71,42,270,17,0,0,0,340,13,553,1935
33,58,41,30.03,27.08,46,8,0,6.1,7,73,42,320,32,0,0,0,300,24,551,1936
36,55,53,30.11,27.13,46,8.3,0,2.9,10,69,41,300,37,0.08,0,0,300,24,550,1938
41,55,64,30.1,27.14,47,11.6,0,2.6,10,62,47,320,40,0.37,0,0,300,30,548,1939
36,53,56,30.19,27.19,44,4.4,0,0.3,12,65,40,330,16,0,0,0,340,13,547,1940
39,59,47,30.06,27.09,49,7.7,0,6.1,6,73,45,310,24,0,0,0,320,18,545,1941
39,61,48,29.99,27.04,50,6.8,0,7.8,4,72,49,320,20,0,0,0,320,15,544,1942
39,60,49,30.02,27.08,49,6.3,0,6.5,5,69,51,310,28,0.02,0,0,320,17,542,1944
41,60,52,30.18,27.21,50,4.9,0,6.2,5,74,45,320,18,0,0,0,320,14,541,1945
42,71,38,29.92,26.98,55,9.4,6,16.9,0,88,53,160,29,0,0,0,140,23,539,1946
46,62,63,29.89,26.98,53,9.3,0,7.6,3,73,50,300,61,0.42,0,0,300,47,538,1947
39,57,57,30.02,27.06,48,4.6,0,2.4,8,70,43,290,17,0,0,0,350,13,536,1948
34,64,33,29.85,26.93,49,11.3,0,9.1,1,78,50,180,30,0,0,0,170,21,535,1949
29,54,41,30.1,27.14,43,11.8,0,-1.2,11,63,44,300,38,0.01,0,0,300,28,534,1951
27,52,38,30.21,27.22,42,4.7,0,-3.5,13,68,36,220,17,0,0,0,10,12,532,1952
23,65,22,30.03,27.07,47,11.9,0,9.2,0,82,48,140,30,0,0,0,110,21,531,1953
26,60,33,30.13,27.21,44,13.5,0,3.8,5,73,46,280,48,0.01,0,0,290,35,530,1954
25,50,38,30.3,27.29,40,5.7,0,-6.5,15,66,34,290,24,0,0,0,280,17,528,1955
31,59,37,30.12,27.14,46,7.7,0,2.2,6,75,43,300,25,0,0,0,300,20,527,1956
27,65,26,30.05,27.1,47,7.3,0,7.9,0,81,48,120,35,0,0,0,120,25,526,1957
33,67,28,29.82,26.9,51,7.4,2,9.6,0,85,48,140,22,0,0,0,140,17,525,1958
32,69,27,29.62,26.74,51,6.8,4,11.3,0,82,56,270,32,0,0,0,290,20,524,2000
35,59,40,29.71,26.81,48,5.9,0,1,6,67,51,280,36,T,0,0,280,26,522,2001
39,53,61,29.87,26.93,46,3.9,0,-5.3,12,62,44,260,19,0.03,0,0,260,14,521,2002
43,54,71,29.96,27.01,48,6.4,0,-4.6,11,60,47,290,23,0.36,0,0,290,17,520,2003
40,55,62,30.07,27.1,47,6.9,0,-3.9,10,65,45,310,27,0.01,0,0,270,18,519,2004
34,59,41,29.91,26.94,48,11.4,0,-0.1,6,73,45,160,31,0,0,0,140,23,518,2005
44,67,52,29.67,26.77,53,8,2,7.6,0,79,55,300,27,0.02,0,0,290,20,517,2006
48,56,79,29.74,26.82,51,10.5,0,-3.7,9,60,51,300,32,0.15,0,0,310,25,516,2007
47,51,87,29.81,26.85,48,5.8,0,-9,14,56,45,300,20,0.35,0,0,300,15,515,2008
44,48,87,29.9,26.94,46,6.6,0,-12.3,17,51,45,290,23,0.8,0,0,280,16,514,2009
41,53,70,29.95,26.99,46,5.3,0,-7.5,12,60,46,320,29,0.11,0,0,320,22,514,2010
37,50,65,29.93,26.96,43,10.3,0,-10.8,15,57,42,300,31,0.01,0,0,330,22,513,2011
35,53,53,30.02,27.05,45,11.7,0,-8.1,12,66,39,290,33,0,0,0,310,23,512,2012
35,57,46,30.08,27.11,47,5.3,0,-4.4,8,71,42,300,23,0,0,0,300,16,511,2013
40,64,41,30,27.06,52,5.6,0,2.4,1,79,49,310,21,0.01,0,0,300,14,510,2014
51,67,60,29.98,27.06,58,7.1,2,5.1,0,76,58,330,25,0.02,0,0,320,17,510,2015
43,68,44,30.01,27.08,55,7,3,5.9,0,83,53,300,23,0,0,0,300,16,509,2016
41,73,33,29.95,27.03,56,6,8,10.6,0,91,55,130,19,0,0,0,120,15,508,2017
50,80,36,29.8,26.93,62,5,15,17.3,0,95,65,130,17,0,0,0,130,14,508,2018
43,84,27,29.57,26.72,60,13.8,19,21.1,0,98,69,110,48,0,0,0,120,35,507,2018
46,68,47,29.86,26.96,56,7,3,4.8,0,78,58,250,31,0.09,0,0,260,21,507,2019
47,67,52,29.96,27.04,56,7.9,2,3.6,0,76,58,310,28,0,0,0,300,21,506,2020
46,69,45,30.06,27.12,57,4.8,4,5.3,0,84,54,130,18,0,0,0,130,14,506,2021
43,73,36,29.91,27,56,6.6,8,9,0,85,60,360,20,0,0,0,330,15,505,2022
38,69,36,29.84,26.93,53,7.8,4,4.8,0,81,56,320,25,0,0,0,300,16,505,2022
39,77,30,29.54,26.67,56,8.5,12,12.5,0,95,58,290,40,0,0,0,300,31,505,2023
47,59,67,29.61,26.72,52,10.5,0,-5.7,6,68,49,340,28,0.14,0,0,340,23,504,2024
42,48,82,29.85,26.91,44,12.4,0,-17,17,54,41,250,33,0.85,0,0,330,24,504,2024
38,55,58,30.11,27.13,46,9.5,0,-10.3,10,65,45,320,30,0.12,0,0,310,21,504,2025
41,62,49,30.16,27.2,51,8.4,0,-3.5,3,74,50,320,44,T,0,0,320,32,504,2025
45,67,48,30.09,27.14,55,4.9,2,1.2,0,83,51,70,18,0,0,0,40,13,503,2026
45,74,36,29.91,27,58,7,9,7.9,0,90,57,150,24,0,0,0,150,16,503,2026
48,75,39,29.72,26.83,59,8.1,10,8.6,0,89,60,290,38,0,0,0,290,28,503,2027
48,60,78,29.8,26.9,52,6.5,0,-6.6,5,69,50,180,36,1.21,0,0,160,24,503,2027
43,57,64,29.98,27.03,50,5.3,0,-9.9,8,67,46,250,28,0.06,0,0,220,16,503,2028
45,57,66,29.93,26.97,50,8.9,0,-10.2,8,62,51,340,31,0.12,0,0,330,23,503,2028
47,56,76,29.9,26.95,51,9.4,0,-11.5,9,61,50,270,29,0.26,0,0,280,21,503,2029
44,57,67,30.1,27.14,50,9.2,0,-10.8,8,67,47,290,30,0.16,0,0,300,24,503,2029
44,62,51,30.11,27.15,52,4.6,0,-6.1,3,75,48,300,20,0,0,0,310,14,503,2029
44,67,46,29.97,27.05,55,5.6,2,-1.4,0,81,52,300,17,0,0,0,310,12,504,2029
48,73,45,29.88,26.98,58,5.8,8,4.3,0,86,60,110,18,0,0,0,110,14,504,2030
50,71,48,29.93,27.03,59,8.4,6,1.9,0,82,60,300,27,0,0,0,340,18,504,2030
45,71,42,30.03,27.11,57,7.1,6,1.6,0,86,55,290,23,0,0,0,320,16,504,2030
47,75,40,29.93,27.01,59,4.6,10,5.3,0,93,57,300,15,0,0,0,300,12,504,2030
52,80,40,29.74,26.87,63,8.9,15,10,0,96,63,310,26,0,0,0,310,20,505,2030
49,76,40,29.84,26.95,60,8.2,11,5.7,0,88,64,300,27,0,0,0,310,18,505,2030
48,78,38,29.87,26.98,61,5.4,13,7.3,0,93,63,340,19,0,0,0,330,15,506,2030
48,74,40,29.68,26.8,59,8.7,9,3,0,85,63,310,24,0,0,0,300,17,506,2030
36,61,43,29.6,26.7,48,12.7,0,-10.3,4,69,52,290,39,T,0,0,280,30,506,2030
49,55,84,29.8,26.87,51,7.9,0,-16.6,10,60,49,320,24,0.24,0,0,310,20,507,2030
48,63,63,29.88,26.93,54,5.8,0,-9,2,74,51,330,17,0.11,0,0,320,13,507,2030
40,64,45,29.82,26.9,51,6.9,0,-8.3,1,76,52,320,18,0,0,0,320,14,508,2030
