DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindSpeed,Sunrise,Sunset
38,59,46,30.07,27.11,49,6.9,0,-10.1,6,75,42,27,0,0,0,16,504,2030
38,66,37,29.93,27.01,52,8.4,1,-3.4,0,78,53,29,0,0,0,20,504,2030
40,65,40,29.87,26.94,52,6.7,0,-4.7,0,79,50,26,0,0,0,16,504,2030
42,70,38,29.74,26.84,54,5.7,5,0,0,82,57,19,0.001,0,0,14,505,2030
40,72,36,29.73,26.83,55,7,7,1.7,0,89,55,31,0,0,0,22,505,2030
37,70,34,29.87,26.98,53,9.2,5,-0.7,0,81,58,25,0,0,0,20,506,2030
43,65,48,29.98,27.05,53,5.6,0,-6,0,74,55,19,0,0,0,14,506,2030
39,70,34,29.96,27.04,54,4.5,5,-1.3,0,88,52,20,0,0,0,13,506,2030
41,74,34,29.9,27,55,7.9,9,2.4,0,89,58,26,0,0,0,17,507,2030
42,74,33,29.85,26.95,57,6.3,9,2,0,92,56,24,0,0,0,17,507,2030
45,71,41,29.82,26.93,57,11.3,6,-1.3,0,83,58,27,0,0,0,21,508,2030
41,67,40,29.84,26.93,54,10.3,2,-5.6,0,79,55,27,0.001,0,0,20,509,2030
41,68,40,29.91,27,54,5.1,3,-4.9,0,82,53,19,0,0,0,14,509,2029
40,75,31,29.96,27.06,56,7.4,10,1.8,0,91,59,21,0,0,0,17,510,2029
44,79,30,29.84,26.95,59,8.9,14,5.5,0,92,65,23,0,0,0,17,510,2029
42,75,35,29.79,26.91,57,6.5,10,1.2,0,86,63,25,0,0,0,17,511,2028
45,71,42,29.82,26.92,56,4.6,6,-3.1,0,85,57,18,0.001,0,0,18,512,2028
43,71,37,29.95,27.04,57,5,6,-3.4,0,88,54,17,0,0,0,12,513,2027
45,82,29,29.92,27.03,60,7.3,17,7.3,0,95,69,20,0,0,0,16,513,2027
49,80,37,29.91,27.02,62,5.7,15,5.1,0,96,63,21,0,0,0,17,514,2026
51,81,39,29.83,26.94,63,5.6,16,5.8,0,99,63,22,0.001,0,0,17,515,2026
50,83,32,29.75,26.89,63,5.8,18,7.5,0,98,68,20,0,0,0,15,516,2025
49,79,40,29.87,26.99,61,7.7,14,3.3,0,94,63,46,0,0,0,35,517,2025
48,76,40,29.88,26.99,60,8.1,11,0.1,0,91,61,36,0,0,0,28,517,2024
49,75,45,29.85,26.95,59,9.2,10,-1.1,0,86,63,25,0,0,0,18,518,2023
45,75,36,29.81,26.92,58,5.8,10,-1.3,0,90,59,23,0,0,0,17,519,2023
47,75,39,29.8,26.92,59,6.7,10,-1.5,0,87,62,27,0,0,0,17,520,2022
30,70,26,29.88,26.97,50,10.2,5,-6.7,0,81,58,24,0,0,0,17,521,2021
34,71,28,29.91,27,52,7.9,6,-5.8,0,89,53,25,0,0,0,20,522,2020
42,77,30,29.89,27,58,4.2,12,0,0,97,57,14,0,0,0,10,523,2019
46,86,26,29.83,26.97,62,6.3,21,8.9,0,102,70,24,0,0,0,18,524,2018
48,86,31,29.91,27.04,62,8.2,21,8.8,0,96,76,39,0.001,0,0,28,525,2018
40,77,30,30,27.11,57,8.7,12,-0.3,0,89,65,24,0,0,0,17,526,2017
36,76,26,29.98,27.08,55,5.8,11,-1.4,0,95,57,20,0,0,0,16,527,2016
42,76,31,29.98,27.08,57,5.2,11,-1.4,0,88,63,20,0,0,0,13,528,2015
46,80,33,30.01,27.11,60,6.7,15,2.5,0,94,65,23,0,0,0,17,529,2013
46,78,33,29.97,27.06,60,5.2,13,0.5,0,96,60,27,0,0,0,17,530,2012
51,82,37,29.8,26.91,63,6.9,17,4.5,0,97,66,25,0.02,0,0,18,531,2011
50,83,34,29.78,26.91,63,7.1,18,5.5,0,96,69,20,0,0,0,14,532,2010
44,81,29,29.81,26.94,60,5.6,16,3.5,0,98,64,16,0,0,0,13,533,2009
45,81,29,29.87,26.99,60,4.9,16,3.5,0,98,63,22,0,0,0,15,534,2008
48,82,34,29.89,27.01,62,7.5,17,4.6,0,95,69,25,0.02,0,0,18,535,2007
49,80,36,29.91,27.02,61,3.9,15,2.6,0,97,63,19,0,0,0,15,536,2005
50,81,37,29.84,26.96,62,4.7,16,3.7,0,99,63,14,0,0,0,9,537,2004
48,83,31,29.86,26.98,62,4.6,18,5.8,0,100,65,16,0,0,0,13,538,2003
45,87,27,29.82,26.95,61,7.5,22,9.9,0,101,73,32,0,0,0,23,539,2001
42,87,24,29.8,26.94,60,7,22,10.1,0,99,74,29,0,0,0,20,541,2000
48,80,36,29.84,26.96,61,8.1,15,3.2,0,87,72,32,0,0,0,22,542,1959
52,79,45,29.82,26.93,62,8.9,14,2.4,0,93,64,40,0.06,0,0,26,543,1957
53,72,56,29.84,26.94,60,10.1,7,-4.5,0,83,61,35,0.01,0,0,26,544,1956
47,68,48,30,27.08,56,7.3,3,-8.3,0,78,58,26,0,0,0,18,545,1955
43,70,40,30.04,27.12,56,5.5,5,-6.1,0,84,55,20,0,0,0,14,546,1953
43,75,33,30,27.09,57,5.9,10,-0.9,0,91,59,17,0,0,0,13,547,1952
42,79,29,29.99,27.09,58,7,14,3.3,0,95,62,20,0,0,0,15,548,1950
44,75,35,29.96,27.06,58,7.1,10,-0.5,0,90,60,26,0,0,0,20,549,1949
40,72,33,29.88,26.98,55,6.2,7,-3.2,0,87,57,25,0,0,0,17,551,1947
40,70,34,29.8,26.9,54,5.7,5,-5,0,86,54,22,0,0,0,15,552,1946
41,77,29,29.75,26.87,57,5.9,12,2.2,0,94,59,17,0,0,0,14,553,1944
41,79,26,29.78,26.91,58,6.7,14,4.5,0,95,63,20,0,0,0,15,554,1942
42,81,27,29.83,26.95,59,5.6,16,6.8,0,98,64,17,0,0,0,13,555,1941
43,82,27,29.78,26.91,59,7.6,17,8,0,97,66,32,0,0,0,24,556,1939
48,73,42,29.81,26.92,59,13.7,8,-0.7,0,83,62,33,0.001,0,0,23,557,1938
42,71,38,29.86,26.95,55,4.5,6,-2.4,0,87,55,19,0,0,0,14,558,1936
38,79,25,29.8,26.91,56,5.4,14,5.9,0,95,62,18,0,0,0,12,600,1934
39,72,32,29.93,27.03,55,7.7,7,-0.8,0,86,57,33,0,0,0,24,601,1933
36,68,32,30.04,27.12,52,6.3,3,-4.5,0,83,52,23,0,0,0,16,602,1931
36,71,29,29.99,27.07,53,5.3,6,-1.2,0,89,53,17,0,0,0,13,603,1929
37,78,25,29.87,26.98,56,5,13,6.1,0,97,59,16,0,0,0,12,604,1928
40,82,23,29.83,26.95,58,7.3,17,10.5,0,95,69,31,0,0,0,22,605,1926
51,77,43,29.91,27.01,61,6.6,12,5.8,0,92,61,24,0,0,0,17,606,1924
45,81,30,29.87,26.98,60,6.7,16,10.1,0,96,65,18,0,0,0,13,607,1922
41,81,26,29.83,26.96,58,5.6,16,10.4,0,97,65,20,0,0,0,14,609,1921
38,78,25,29.91,27.03,56,5.8,13,7.8,0,94,62,18,0,0,0,12,610,1919
38,79,23,29.89,27,57,5.5,14,9.1,0,96,62,18,0,0,0,13,611,1917
44,79,31,29.89,27.01,59,4.2,14,9.5,0,96,62,25,0,0,0,17,612,1915
48,85,34,29.94,27.05,62,9.8,20,15.8,0,99,70,51,0.001,0,0,36,613,1914
59,74,68,30.04,27.14,64,6.1,9,5.2,0,83,64,28,0.15,0,0,24,614,1912
53,71,55,29.93,27,61,3.6,6,2.5,0,84,58,11,0,0,0,9,615,1910
56,65,82,29.81,26.91,59,8.9,0,-3.1,0,73,56,49,0.32,0,0,37,616,1908
47,63,59,29.87,26.93,54,3.7,0,-4.8,2,74,52,15,0,0,0,9,617,1906
44,61,57,29.84,26.92,51,5.6,0,-6.4,4,71,50,20,0,0,0,15,619,1905
44,62,55,30.06,27.12,52,6.7,0,-5,3,74,49,26,0,0,0,20,620,1903
43,66,47,30.19,27.24,53,6.4,1,-0.7,0,80,51,20,0,0,0,15,621,1901
40,71,37,30.05,27.11,54,6.5,6,4.7,0,85,57,18,0,0,0,14,622,1859
39,73,32,29.91,26.99,54,6.9,8,7.1,0,91,55,18,0,0,0,14,623,1857
31,77,21,29.68,26.8,54,9.3,12,11.5,0,92,61,29,0,0,0,20,624,1855
42,64,49,29.71,26.83,52,10.9,0,-1.2,1,77,51,41,0.2,0,0,30,625,1854
44,60,62,29.94,27,51,4.4,0,-4.8,5,69,50,19,0.11,0,0,14,626,1852
48,56,80,29.86,26.93,51,4.1,0,-8.4,9,61,50,13,0.04,0,0,10,627,1850
46,57,78,29.9,26.95,50,5.1,0,-7,8,66,47,25,0.01,0,0,21,629,1848
43,59,60,29.94,27,49,11.8,0,-4.6,6,69,49,32,0.01,0,0,24,630,1846
42,58,58,30.07,27.11,49,5.4,0,-5.2,7,71,45,19,0,0,0,14,631,1844
41,65,46,29.93,27,52,8.8,0,2.1,0,78,51,23,0,0,0,17,632,1843
48,62,61,30.08,27.14,54,6.9,0,-0.5,3,73,51,24,0,0,0,16,633,1841
45,65,52,30.12,27.18,54,7.3,0,2.9,0,77,52,26,0,0,0,18,634,1839
40,60,49,30.09,27.13,50,8,0,-1.7,5,72,48,26,0,0,0,18,635,1837
37,64,39,29.86,26.93,50,6.8,0,2.7,1,80,47,30,0.001,0,0,22,637,1835
39,61,51,29.76,26.83,49,6.8,0,0.1,4,71,50,19,0,0,0,15,638,1833
34,50,60,29.62,26.69,42,6.4,0,-10.5,15,55,44,25,0.01,0,0,18,639,1832
29,45,58,29.8,26.84,37,5.2,0,-15.1,20,54,35,23,0,0,0,15,640,1830
28,46,52,29.94,26.96,39,5.5,0,-13.7,19,57,34,17,0,0,0,13,641,1828
31,48,58,30.03,27.05,40,6.9,0,-11.3,17,57,38,26,0.001,0,0,17,642,1826
30,47,49,30.1,27.13,41,4.7,0,-11.9,18,60,34,25,0,0,0,21,643,1824
28,51,42,29.95,26.98,40,7.2,0,-7.5,14,61,41,19,0,0,0,14,645,1823
37,48,69,30.12,27.14,42,7.5,0,-10.1,17,56,40,23,0.03,0,0,18,646,1821
32,50,55,30.31,27.31,41,5.2,0,-7.7,15,62,37,19,0,0,0,15,647,1819
26,50,43,30.36,27.34,40,6.2,0,-7.3,15,65,35,16,0,0,0,13,648,1817
26,54,37,30.1,27.09,41,5.8,0,-2.9,11,69,38,20,0,0,0,16,649,1816
33,56,45,29.78,26.84,45,9.6,0,-0.5,9,70,41,31,0.001,0,0,25,650,1814
23,41,50,30.1,27.13,34,15.9,0,-15.1,24,49,33,38,0,0,0,26,652,1812
18,36,51,30.43,27.38,29,4.3,0,-19.7,29,48,23,21,0,0,0,15,653,1810
16,45,37,30.33,27.28,33,7.7,0,-10.3,20,59,31,17,0,0,0,13,654,1809
17,47,33,30.08,27.07,35,5.5,0,-7.9,18,61,32,19,0,0,0,14,655,1807
20,49,36,29.92,26.94,36,4.5,0,-5.5,16,62,36,16,0,0,0,13,656,1805
26,50,42,30.02,27.05,39,5.4,0,-4.1,15,65,35,18,0,0,0,14,658,1804
26,57,34,30.1,27.12,42,5.8,0,3.3,8,74,40,17,0,0,0,12,659,1802
23,64,25,29.86,26.9,45,6.6,0,10.7,1,82,45,23,0,0,0,16,700,1800
31,54,46,29.74,26.83,44,8,0,1.1,11,67,41,25,0.001,0,0,17,701,1759
32,49,58,29.95,26.98,41,7.6,0,-3.5,16,60,38,27,0.01,0,0,20,703,1757
34,47,63,29.83,26.85,41,13.1,0,-5.1,18,53,40,38,0.22,0,0.001,29,704,1755
29,43,57,30.12,27.13,38,5.3,0,-8.7,22,50,35,17,0,0,0,13,705,1754
35,48,60,30.22,27.26,43,4.5,0,-3.3,17,56,40,20,0,0,0,15,706,1752
42,54,67,30.23,27.27,48,4.2,0,3.1,11,64,44,19,0.02,0,0,14,708,1751
32,49,50,30.3,27.33,42,12,0,-1.4,16,59,38,30,0,0,0,22,709,1749
29,46,46,30.35,27.42,41,4.2,0,-4,19,60,31,16,0,0,0,12,710,1748
27,55,39,30.2,27.18,42,6,0,5.4,10,68,41,22,0,0,0,16,711,1746
28,45,49,29.99,27.04,39,15.9,0,-4.2,20,52,37,39,0,0,0,30,713,1745
16,36,44,30.13,27.22,32,7,0,-12.8,29,48,23,24,0,0,0,18,714,1743
16,33,48,30.07,27.06,29,6.5,0,-15.4,32,42,23,16,0,0,0,13,715,1742
29,27,58,29.8,27.28,37,7.4,0,-21,38,35,18,32,0.01,0,0.4,22,717,1740
5,29,41,30.57,27.47,21,5.3,0,-18.6,36,41,16,16,0,0,0,12,718,1739
9,32,40,30.46,27.37,24,4.2,0,-15.1,33,43,21,15,0,0,0,12,719,1737
12,35,43,30.52,27.45,26,4.8,0,-11.7,30,48,21,16,0,0,0,14,720,1736
16,39,44,30.4,27.35,30,3,0,-7.3,26,52,25,13,0,0,0,10,722,1735
18,41,45,30.2,27.17,31,2.9,0,-4.9,24,53,28,13,0,0,0,9,723,1733
24,45,49,30.2,27.19,36,3.6,0,-0.4,20,59,30,13,0,0,0,10,724,1732
29,48,54,30.19,27.18,38,4,0,3,17,62,33,15,0,0,0,12,726,1731
28,45,56,30.18,27.18,37,3.5,0,0.4,20,58,31,16,0,0,0,14,727,1730
25,45,50,30.34,27.31,36,5.2,0,0.9,20,57,32,17,0,0,0,14,728,1728
24,46,49,30.36,27.33,35,3.9,0,2.3,19,60,31,12,0,0,0,10,730,1727
25,44,52,30.25,27.23,35,2.9,0,0.7,21,57,30,14,0,0,0,10,731,1726
31,49,54,30.19,27.19,40,5.3,0,6.2,16,61,36,21,0,0,0,16,732,1725
24,43,53,30.38,27.35,35,9.2,0,0.6,22,55,30,30,0,0,0,23,733,1724
22,40,49,30.21,27.19,34,4.6,0,-2,25,50,29,22,0,0,0,16,735,1723
31,45,62,30.14,27.14,38,4.3,0,3.9,20,56,34,24,0,0,0,13,737,1721
31,47,57,30.14,27.14,40,2.8,0,6.4,18,60,34,9,0.001,0,0,8,739,1720
32,45,62,30.31,27.3,39,5.3,0,4.8,20,54,36,16,0,0,0,13,740,1719
29,47,53,30.29,27.27,38,3.8,0,7.2,18,60,34,12,0,0,0,9,741,1718
31,48,56,30.02,27.03,40,3.6,0,8.7,17,59,36,15,0,0,0,12,743,1717
33,45,64,29.72,26.76,39,5.8,0,6.1,20,54,35,31,0.01,0,0,24,744,1716
29,43,67,29.82,26.83,35,3.7,0,4.5,22,55,30,18,0,0,0,15,745,1716
24,37,62,30.02,27.01,31,3,0,-1,28,48,25,12,0,0,0,9,746,1715
22,39,59,30.27,27.24,31,4.2,0,1.4,26,49,28,12,0,0,0,9,748,1714
23,38,58,30.37,27.32,32,4.7,0,0.8,27,51,25,17,0,0,0,13,749,1714
25,38,64,30.17,27.11,31,3.3,0,1.2,27,47,29,12,0,0,0,9,750,1713
25,35,70,29.96,26.95,31,9.9,0,-1.4,30,44,26,31,0.001,0,0.001,24,751,1712
19,30,60,29.83,26.78,27,10.2,0,-6,35,37,22,47,0,0.001,0,36,752,1712
25,38,59,29.43,26.47,33,17.3,0,2.4,27,45,31,46,0.04,0.001,0.4,33,754,1711
26,34,78,29.69,26.7,30,1.4,0,-1.2,31,40,27,9,0.001,0,0.001,8,755,1711
23,30,78,29.67,26.69,27,5.8,0,-4.8,35,34,26,21,0.06,0,0.4,16,756,1710
18,27,70,30.18,27.08,24,5.5,0,-7.5,38,36,17,22,0.01,0.001,0.1,16,757,1710
24,29,77,30.2,27.14,28,11,0,-5.1,36,37,20,28,0.13,0,1.3,21,758,1710
32,34,93,30.29,27.25,33,2.1,0,0.2,31,36,32,13,0.03,1,0.2,9,759,1709
34,36,93,30.32,27.28,35,2.3,0,2.6,29,39,33,10,0.01,0.001,0,8,800,1709
32,37,83,30.06,27.06,35,4.2,0,3.9,28,45,29,20,0,0,0,16,801,1709
32,35,88,30.2,27.15,34,2.8,0,2.2,30,40,29,18,0,0,0,14,802,1709
32,44,70,30.17,27.16,37,10.8,0,11.5,21,51,36,29,0,0,0,22,803,1708
36,44,68,29.91,26.93,41,13.7,0,11.8,21,51,37,29,0.03,0,0,23,804,1708
39,43,85,29.95,26.97,41,7.3,0,11,22,47,38,17,0.16,0,0,15,805,1708
30,37,79,30.23,27.19,34,3.8,0,5.3,28,45,29,17,0,0,0,13,806,1708
27,37,72,30.28,27.23,32,6.8,0,5.5,28,45,28,18,0,0,0,13,807,1708
33,38,80,30.15,27.13,36,7,0,6.8,27,43,32,26,0.05,0,0.001,18,808,1708
39,44,86,30.09,27.08,41,6.5,0,13,21,48,39,30,0.28,0,0,17,809,1708
33,38,82,30.12,27.07,36,3.5,0,7.2,27,41,34,13,0.07,0,0,12,810,1709
31,36,78,30.01,26.95,35,7.1,0,5.4,29,42,29,21,0.07,0,0.001,16,810,1709
25,32,72,30.14,27.09,30,3.7,0,1.5,33,37,27,14,0,0,0.001,12,811,1709
22,29,71,30.5,27.45,27,3.1,0,-1.3,36,36,21,16,0,0,0,12,812,1709
16,28,64,30.53,27.42,23,10.1,0,-2.2,37,36,19,27,0,0,0,21,813,1710
18,29,65,30.18,27.11,24,3.6,0,-1.1,36,35,22,17,0,0,0,13,813,1710
28,38,70,30.14,27.11,33,10,0,8,27,45,30,30,0.01,0,0.2,23,814,1710
31,45,56,30.19,27.18,39,14,0,15.1,20,50,40,33,0,0,0,24,814,1711
26,45,49,30.02,27.01,37,13.5,0,15.2,20,50,40,27,0,0,0,21,815,1711
21,49,38,29.78,26.81,37,11.9,0,19.3,16,61,36,36,0,0,0,26,815,1712
29,43,61,29.86,26.9,37,4.9,0,13.3,22,48,37,19,0.001,0,0,14,816,1712
30,35,86,29.81,26.82,32,4.3,0,5.4,30,40,29,13,0.16,0.001,0.6,9,816,1713
27,32,86,29.94,26.93,30,2.9,0,2.4,33,35,28,10,0.01,0,0.1,8,817,1714
27,32,82,30.17,27.14,30,4,0,2.4,33,33,31,13,0.001,0,0.001,10,817,1714
23,31,73,30.17,27.13,28,5.7,0,1.4,34,35,26,13,0.001,0,0.001,12,817,1715
24,32,77,30.24,27.19,28,2.2,0,2.4,33,39,24,16,0,0,0,13,818,1716
26,30,83,30.19,27.14,28,6.2,0,0.4,35,32,28,17,0.04,0,0.1,12,818,1716
24,32,73,30.37,27.32,29,2.4,0,2.4,33,34,29,13,0,0.001,0.001,10,818,1717
28,36,70,30.24,27.18,33,10.2,0,6.4,29,40,32,26,0.01,0,0,20,818,1718
35,42,79,29.87,26.88,38,9.3,0,12.3,23,47,37,31,0.2,0,0,22,818,1719
29,38,69,30.09,27.08,35,4.8,0,8.2,27,44,32,21,0,0,0,17,818,1720
29,42,63,30.23,27.21,36,6.3,0,12.1,23,50,33,27,0,0,0,21,818,1721
24,39,54,30.25,27.24,34,9.8,0,9.1,26,47,30,35,0.001,0,0,26,818,1722
27,34,77,30.42,27.36,31,5.9,0,4,31,39,29,18,0.04,0,0.7,14,818,1723
29,34,80,30.47,27.4,32,7.5,0,3.9,31,40,28,19,0.02,0,0.001,15,818,1724
31,44,65,30.11,27.06,37,11.1,0,13.8,21,53,34,24,0,0,0,18,818,1725
29,40,71,29.85,26.86,35,6.4,0,9.7,25,47,32,29,0.06,0,0.1,20,818,1726
26,34,77,30,27,30,8.1,0,3.6,31,38,29,33,0.13,1,1,24,818,1727
20,31,64,30.2,27.14,27,12.9,0,0.5,34,38,23,32,0.001,0.001,0.001,26,817,1728
29,36,80,29.94,26.93,33,8.3,0,5.4,29,39,32,25,0.15,0.001,0.7,20,817,1729
28,35,82,29.88,26.9,31,10.1,0,4.3,30,39,31,35,0.19,0.001,2.5,25,817,1731
23,33,68,29.88,26.87,29,10,0,2.2,32,36,30,29,0.1,2,1.8,21,816,1732
24,30,81,29.93,26.93,27,6.1,0,-0.9,35,39,20,30,0.06,3,2.1,22,816,1733
17,27,64,30.11,27.04,25,13.5,0,-4,38,37,16,29,0,4,0,22,815,1734
24,40,54,29.7,26.7,34,12.5,0,8.9,25,48,31,34,0,3,0.001,23,815,1735
21,36,59,30.17,27.18,29,8.9,0,4.7,29,40,31,30,0,1,0,22,814,1737
22,36,57,30.44,27.37,30,8.4,0,4.6,29,42,30,20,0,0.001,0,15,814,1738
23,33,69,30.51,27.42,29,7.5,0,1.5,32,41,25,28,0,0.001,0,18,813,1739
25,34,71,30.2,27.14,30,3.3,0,2.4,31,40,28,17,0,0.001,0,12,812,1740
31,41,71,29.97,26.97,36,5.8,0,9.2,24,48,33,23,0.02,0.001,0,18,812,1742
30,38,77,30.2,27.18,34,4.8,0,6.1,27,47,28,16,0.001,0,0,13,811,1743
36,46,79,30.23,27.2,39,5.2,0,14,19,53,38,14,0.001,0,0,12,810,1744
36,39,87,30.16,27.14,38,5.1,0,6.7,26,44,33,17,0.02,0,0,14,808,1747
38,42,89,30.06,27.06,40,6.6,0,9.6,23,46,38,29,0.74,0,0,23,808,1748
33,41,73,30.24,27.21,37,6.3,0,8.4,24,49,33,20,0.001,0,0,15,807,1750
35,41,81,30.14,27.13,39,8,0,8.3,24,47,35,23,0.19,0,0,17,806,1751
33,39,80,30.29,27.25,37,3.5,0,6.1,26,46,31,13,0.07,0,0,9,805,1752
33,39,88,30.38,27.34,35,6.6,0,5.9,26,44,33,21,0.13,0,0,16,804,1754
33,43,68,30.4,27.35,39,8.7,0,9.8,22,50,36,22,0.001,0,0.001,18,803,1755
33,43,66,30.21,27.18,39,9.9,0,9.6,22,52,34,24,0,0,0,20,802,1756
26,33,76,29.96,26.93,30,14.6,0,-0.6,32,39,27,32,0.02,0,0.001,24,801,1758
11,32,46,30.05,27.03,24,18.8,0,-1.8,33,38,25,38,0,0,0,29,759,1759
14,27,57,30.35,27.27,23,6.6,0,-6.9,38,36,17,24,0,0,0,18,758,1800
28,32,89,30.16,27.1,30,3,0,-2.1,33,35,28,10,0.37,0.001,2.6,8,757,1802
36,39,87,30.01,26.99,38,3.4,0,4.7,26,46,32,19,0.22,1,0,13,756,1803
37,49,65,30,27.01,43,10.6,0,14.4,16,56,42,28,0,0,0,22,755,1804
29,40,66,29.97,26.98,35,10,0,5.2,25,47,32,37,0.01,0,0,28,753,1806
24,36,64,30.28,27.24,31,7.7,0,1,29,46,26,25,0,0,0,18,752,1807
22,36,64,30.32,27.27,30,6.1,0,0.8,29,47,25,28,0,0,0,21,751,1809
21,38,56,30.24,27.18,30,4,0,2.6,27,49,26,14,0,0,0,10,749,1810
25,39,63,30.18,27.15,32,7.5,0,3.3,26,49,28,29,0,0,0,21,748,1811
23,41,52,30.05,27.02,33,9.4,0,5.1,24,53,28,37,0,0,0,24,747,1813
21,39,50,30.06,27.08,32,9.4,0,2.8,26,48,29,37,0,0,0,25,745,1814
23,38,55,30.15,27.11,33,6.3,0,1.6,27,45,30,16,0,0,0,12,744,1815
31,38,79,30.09,27.08,35,7.6,0,1.3,27,45,30,27,0.53,0,0.001,21,742,1817
22,33,67,30.28,27.22,28,6.3,0,-4,32,41,25,22,0.001,0,0.001,17,741,1818
16,32,58,30.35,27.28,25,6,0,-5.3,33,41,23,16,0,0,0,14,739,1819
15,31,53,30.46,27.39,25,9.6,0,-6.5,34,40,21,22,0,0,0,16,738,1821
13,33,49,30.49,27.4,25,10.6,0,-4.8,32,45,20,23,0,0,0,17,736,1822
15,34,48,30.35,27.28,27,4.5,0,-4.1,31,45,23,20,0,0,0,14,735,1823
19,38,52,30.18,27.14,30,3.9,0,-0.4,27,50,25,16,0,0,0,13,733,1825
24,44,53,30.11,27.08,34,11.5,0,5.3,21,58,29,48,0.001,0,0.001,38,732,1826
18,36,52,30.43,27.39,29,9.7,0,-3,29,44,27,30,0,0,0,22,730,1827
17,33,53,30.6,27.52,27,3.4,0,-6.3,32,45,20,14,0,0,0,10,728,1828
18,42,44,30.46,27.4,31,5.2,0,2.4,23,52,31,18,0,0,0,14,727,1830
24,42,54,30.44,27.39,34,4.4,0,2.1,23,56,27,15,0,0,0,12,725,1831
26,47,47,30.17,27.13,38,10.5,0,6.8,18,63,30,29,0,0,0,22,723,1832
23,43,45,29.93,26.95,35,9,0,2.6,22,49,36,23,0,0,0,17,722,1834
18,39,46,30.07,27.07,31,12.3,0,-1.5,26,51,27,36,0,0,0,26,720,1835
21,37,51,30.19,27.16,31,5.4,0,-3.8,28,49,24,22,0,0,0,16,718,1836
31,49,54,30.13,27.13,40,6.4,0,7.9,16,58,40,21,0,0,0,15,717,1837
26,47,47,30.15,27.16,38,8.4,0,5.6,18,60,34,24,0,0,0,17,715,1839
25,55,35,30.1,27.11,41,12.9,0,13.3,10,71,38,30,0,0,0,22,713,1840
28,54,36,29.86,26.9,43,12.3,0,12,11,66,42,27,0,0,0,21,712,1841
33,50,57,29.7,26.77,42,9.1,0,7.7,15,60,39,40,0.14,0,0,25,710,1843
31,42,64,29.95,26.97,38,3,0,-0.6,23,51,33,11,0,0,0,7,708,1844
33,45,67,30.12,27.12,39,4.4,0,2.1,20,52,37,18,0.02,0,0,14,706,1845
30,45,59,30.24,27.21,38,3.4,0,1.8,20,57,32,16,0,0,0,13,705,1846
27,50,45,30.02,27.03,39,9,0,6.6,15,63,36,25,0,0,0,18,703,1847
19,43,42,30.1,27.09,33,9.5,0,-0.7,22,53,32,24,0,0,0,18,701,1849
17,43,37,29.69,26.69,33,11,0,-1,22,57,28,32,0,0,0,24,659,1850
32,46,64,29.74,26.82,40,9.2,0,1.8,19,53,38,36,0.1,0,0,26,657,1851
38,45,79,29.91,26.93,41,7.6,0,0.5,20,56,34,25,0.58,0,0.001,18,656,1852
39,47,72,29.94,26.95,43,4.9,0,2.3,18,59,35,23,0.001,0,0,17,654,1854
39,51,73,29.73,26.78,44,5.7,0,6,14,60,41,32,0.28,0,0.001,24,652,1855
31,43,69,29.82,26.84,37,6.5,0,-2.2,22,49,36,23,0.001,0,0.001,16,650,1856
31,44,64,29.96,26.97,38,3.3,0,-1.4,21,57,30,14,0,0,0,9,649,1857
33,50,56,30.13,27.14,42,5.3,0,4.4,15,59,40,19,0,0,0,13,647,1858
28,48,50,30.09,27.09,39,6.1,0,2.1,17,59,36,22,0,0,0,16,645,1900
24,47,44,30.03,27.03,37,5.8,0,0.9,18,60,33,21,0,0,0,15,643,1901
29,50,48,29.81,26.85,41,9.5,0,3.7,15,57,43,38,0.05,0,0,29,641,1902
33,43,70,29.92,26.93,38,6.8,0,-3.5,22,49,36,28,0.07,0,0,21,640,1903
25,41,58,29.9,26.91,34,7.9,0,-5.6,24,49,32,29,0.01,0,0.001,21,638,1904
20,37,55,29.97,26.96,30,6.5,0,-9.8,28,49,25,26,0,0,0,18,636,1906
22,38,52,29.97,26.97,33,6.1,0,-9,27,50,26,28,0,0,0,17,634,1907
28,46,51,30.05,27.05,38,4.7,0,-1.2,19,57,35,18,0,0,0,12,632,1908
34,49,60,29.96,26.98,41,7.3,0,1.6,16,55,42,22,0.1,0,0,16,631,1909
36,49,62,29.99,27.01,43,11.3,0,1.4,16,54,43,29,0.03,0,0,21,629,1910
35,45,71,29.93,26.95,40,9.5,0,-2.7,20,53,37,45,0.44,0,0,35,627,1912
25,39,61,29.95,26.95,33,7.7,0,-8.9,26,46,31,34,0.001,0,0.001,28,625,1913
21,36,56,30.11,27.09,31,5.8,0,-12.1,29,47,25,22,0,0,0,16,623,1914
20,41,45,29.99,26.98,33,7.3,0,-7.2,24,52,29,20,0,0,0,14,622,1915
25,45,49,29.73,26.75,37,10,0,-3.4,20,60,29,30,0.05,0,0,23,620,1916
